/mnt/media/2 B 3/The Toronto Sessions/01 Hip Hug-Her.mp3	Hip Hug-Her 	1 	2 B 3 	The Toronto Sessions 	2004 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/05 - Al Green - Tomorrow's Dream.flac	Tomorrow's Dream 	05 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/06 - Al Green - I'm A Ram.flac	I'm A Ram 	06 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/07 - Al Green - I Can't Get Next To You (Live).flac	I Can't Get Next To You (Live) 	07 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/08 - Al Green - Light My Fire.flac	Light My Fire 	08 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/09 - Al Green - Intro To Tired Of Being Alone.flac	Intro To Tired Of Being Alone 	09 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/10 - Al Green - Tired Of Being Alone.flac	Tired Of Being Alone 	10 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/11 - Al Green - Drving Wheel.flac	Drving Wheel 	11 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/12 - Al Green - Listen (Take 2).flac	Listen (Take 2) 	12 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	Heyday 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/13 - Al Green - True Love.flac	True Love 	13 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	내 끔을 향해서 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/14 - Al Green - Guilty.flac	Guilty 	14 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	경합 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 1) (1997) [FLAC]/15 - Al Green - We've Only Just Begun_Let's Stay Together (Live).flac	We've Only Just Begun_Let's Stay Together (Live) 	15 	Al Green 	Anthology (Disc 1) 	1997 	 	Soul 	 	운명 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/01 - Al Green - Intro To Let's Stay Together.flac	Intro To Let's Stay Together 	01 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/02 - Al Green - Let's Stay Together.flac	Let's Stay Together 	02 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/03 - Al Green - So You're Leaving.flac	So You're Leaving 	03 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/04 - Al Green - Judy (Live).flac	Judy (Live) 	04 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/05 - Al Green - La-La For You.flac	La-La For You 	05 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/06 - Al Green - How Can You Mend A Broken Heart (Live).flac	How Can You Mend A Broken Heart (Live) 	06 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/07 - Al Green - I'm Still In Love With You.flac	I'm Still In Love With You 	07 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/08 - Al Green - I'm Glad You're Mine.flac	I'm Glad You're Mine 	08 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/09 - Al Green - Look What You Done For Me.flac	Look What You Done For Me 	09 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/10 - Al Green - Love & Happiness (Live).flac	Love & Happiness (Live) 	10 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/11 - Al Green - Simply Beautiful.flac	Simply Beautiful 	11 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 2) (1997) [FLAC]/12 - Al Green - The Technique Of Writing My Songs.flac	The Technique Of Writing My Songs 	12 	Al Green 	Anthology (Disc 2) 	1997 	 	Soul 	 	Heyday 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/01 - Al Green - Call Me (Come Back Home).flac	Call Me (Come Back Home) 	01 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/02 - Al Green - You Ought To Be With Me (Live).flac	You Ought To Be With Me (Live) 	02 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/03 - Al Green - Have You Been Making Out O.K..flac	Have You Been Making Out O.K. 	03 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/04 - Al Green - Here I Am (Come & Take Me).flac	Here I Am (Come & Take Me) 	04 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/05 - Al Green - ''I Took What I Learned From Rock & Roll...''.flac	''I Took What I Learned From Rock & Roll...'' 	05 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/06 - Al Green - Jesus Is Waiting.flac	Jesus Is Waiting 	06 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/07 - Al Green - Free At Last (Live).flac	Free At Last (Live) 	07 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/08 - Al Green - Livin' For You.flac	Livin' For You 	08 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/09 - Al Green - Mimi.flac	Mimi 	09 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/10 - Al Green - I Think It's For The Feeling.flac	I Think It's For The Feeling 	10 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/11 - Al Green - Sha-La-La (Make Me Happy) (Live).flac	Sha-La-La (Make Me Happy) (Live) 	11 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/12 - Al Green - Take Me To The River.flac	Take Me To The River 	12 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	Heyday 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/13 - Al Green - L-O-V-E (Love) (Live).flac	L-O-V-E (Love) (Live) 	13 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	내 끔을 향해서 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/14 - Al Green - Rhymes.flac	Rhymes 	14 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	경합 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/15 - Al Green - The Love Sermon.flac	The Love Sermon 	15 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	운명 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/16 - Al Green - God Blessed Our Love (Live).flac	God Blessed Our Love (Live) 	16 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	None 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 3) (1997) [FLAC]/17 - Al Green - ''That's My Dog Roma...''_''How I Sing The Way I Sing...''.flac	''That's My Dog Roma...''_''How I Sing The Way I Sing...'' 	17 	Al Green 	Anthology (Disc 3) 	1997 	 	Soul 	 	None 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/01 - Al Green - 'I Don't Have To Go To Your Church...'.flac	'I Don't Have To Go To Your Church...' 	01 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/02 - Al Green - I'd Fly Away.flac	I'd Fly Away 	02 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/03 - Al Green - Full Of Fire.flac	Full Of Fire 	03 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/04 - Al Green - Together Again.flac	Together Again 	04 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/05 - Al Green - Love Ritual (1988 RMX).flac	Love Ritual (1988 RMX) 	05 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/06 - Al Green - Always.flac	Always 	06 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/07 - Al Green - Have A Good Time.flac	Have A Good Time 	07 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/08 - Al Green - Love & Happiness.flac	Love & Happiness 	08 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/09 - Al Green - Too Close (Live).flac	Too Close (Live) 	09 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/10 - Al Green - 'We Try To Furnish...'.flac	'We Try To Furnish...' 	10 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/11 - Al Green - 'But One Thing I Like About Jesus...'.flac	'But One Thing I Like About Jesus...' 	11 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/12 - Al Green - Belle.flac	Belle 	12 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	Heyday 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/13 - Al Green - Wait Here.flac	Wait Here 	13 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	내 끔을 향해서 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/14 - Al Green - Chariots Of Fire.flac	Chariots Of Fire 	14 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	경합 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/15 - Al Green - I Feel Good (Live).flac	I Feel Good (Live) 	15 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	운명 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/16 - Al Green - Dreams_All 'N' All (Live).flac	Dreams_All 'N' All (Live) 	16 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	None 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Anthology [1997] [FLAC]/Anthology (Disc 4) (1997) [FLAC]/17 - Al Green - 'I Know One Thing I Had To Do...'.flac	'I Know One Thing I Had To Do...' 	17 	Al Green 	Anthology (Disc 4) 	1997 	 	Soul 	 	None 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Everything's OK/01 Everything's OK.mp3	Everything's OK 	1 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Everything's OK 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/02 You Are So Beautiful.mp3	You Are So Beautiful 	2 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	You Are So Beautiful 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/03 Build Me Up.mp3	Build Me Up 	3 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Build Me Up 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/04 Perfect to Me.mp3	Perfect to Me 	4 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Perfect To Me 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/05 Nobody But You.mp3	Nobody But You 	5 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Nobody But You 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/06 Real Love.mp3	Real Love 	6 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Real Love 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/07 I Can Make Music.mp3	I Can Make Music 	7 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	I Can Make Music 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/08 Be My Baby.mp3	Be My Baby 	8 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Be My Baby 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/09 Magic Road.mp3	Magic Road 	9 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Magic Road 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/10 I Wanna Hold You.mp3	I Wanna Hold You 	10 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	I Want to Hold Your Hand 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/11 Another Day.mp3	Another Day 	11 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	Another Day 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Everything's OK/12 All the Time.mp3	All the Time 	12 	Al Green 	Everything's OK 	2005 	 	Soul and R&B 	 	All The Time 	 	Al Green 	Everything's OK 	2005-03-15 	Blue Note Records 	soul and reggae 	 							
/mnt/media/Al Green/Greatest Gospel Hits/01 The Lord Will Make a Way.mp3	The Lord Will Make a Way 	1 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	The Lord Will Make A Way 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/02 God Blessed Our Love.mp3	God Blessed Our Love 	2 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	God Blessed Our Love 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/03 Straighten Out Your Life.mp3	Straighten Out Your Life 	3 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Straighten Out Your Life 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/04 People Get Ready.mp3	People Get Ready 	4 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	People Get Ready 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/05 Truth N' Time.mp3	Truth N' Time 	5 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Truth N' Time 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/06 Lean on Me.mp3	Lean on Me 	6 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Lean On Me 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/07 Higher Plane.mp3	Higher Plane 	7 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Higher Plane 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/08 Ocean Blue (I'll Rise Again).mp3	Ocean Blue (I'll Rise Again) 	8 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Ocean Blue (I'll Rise Again) 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/09 I Close My Eyes and Smile.mp3	I Close My Eyes and Smile 	9 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	I Close My Eyes And Smile 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/10 He Is the Light.mp3	He Is the Light 	10 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	He Is The Light 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/11 Everything's Gonna Be Alright.mp3	Everything's Gonna Be Alright 	11 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Everything's Gonna Be Alright 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/12 Amazing Grace.mp3	Amazing Grace 	12 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Amazing Grace 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/14 Chariots of Fire.mp3	Chariots of Fire 	14 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Chariots of Fire 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/15 All We Need Is a Little More Love.mp3	All We Need Is a Little More Love 	15 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	All We Need Is A Little More Love 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/16 Where Love Rules.mp3	Where Love Rules 	16 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	Where Love Rules 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Greatest Gospel Hits/17 The Spirit Might Come-On and On.mp3	The Spirit Might Come-On and On 	17 	Al Green 	Greatest Gospel Hits 	2000 	 	Religious 	 	The Spirit Might Come-On And On 	 	Al Green 	Greatest Gospel Hits 	2000 	The Right Stuff 	gospel 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 01 - One Woman.mp3	One Woman 	1 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	One Woman 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 02 - Talk To Me.mp3	Talk To Me 	2 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Talk to Me 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 03 - My Girl.mp3	My Girl 	3 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	My Girl 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
