/mnt/media/2 B 3/The Toronto Sessions/01 Hip Hug-Her.mp3	Hip Hug-Her 	1 	2 B 3 	The Toronto Sessions 	2004 	 	Blues 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 04 - The Letter.mp3	The Letter 	4 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	The Letter 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 05 - I Stand Accused.mp3	I Stand Accused 	5 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	I Stand Acused 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 06 - Gotta Find A New World.mp3	Gotta Find A New World 	6 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Gotta Find a New World 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 07 - What Am I Gonna Do With Myself.mp3	What Am I Gonna Do With Myself? 	7 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	What Am I Gonna Do With Myself? 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 08 - Tomorrow's Dream.mp3	Tomorrow's Dream 	8 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Tomorrows Dream 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 09 - Get Back Baby.mp3	Get Back Baby 	9 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Get Back Baby 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 10 - Get Back.mp3	Get Back 	10 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Get Back 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 11 - Summertime.mp3	Summertime 	11 	Al Green 	Green Is Blues 	1970 	 	Soul And R&B 	 	Summertime 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Green Is Blues/Al Green - Green Is Blues/Al Green - Green Is Blues - 12 - I Want To Hold Your Hand (Bonus Track).mp3	I Want To Hold Your Hand (Bonus Track) 	12 	Al Green 	Green Is Blues 	1970 	 	Soul and R&B 	 	I Want to Hold Your Hand 	 	Al Green 	Green Is Blues 	2003 	Hi Records 	funk soul 	 							
/mnt/media/Al Green/Lay It Down/01 Lay It Down.mp3	Lay It Down 	1 	Al Green/Anthony Hamilton 	Lay It Down 	2008 	 	Soul and R&B 	 	Lay It Down 	 	Peter Bjorn and John 	Lay It Down 	2009 	Pure Groove 	None 	 							
/mnt/media/Al Green/Lay It Down/02 Just for Me.mp3	Just for Me 	2 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	Just for Me 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/03 You've Got the Love I Need.mp3	You've Got the Love I Need 	3 	Al Green/Anthony Hamilton 	Lay It Down 	2008 	 	Soul and R&B 	 	None 	 	Peter Bjorn and John 	Lay It Down 	2009 	Pure Groove 	None 	 							
/mnt/media/Al Green/Lay It Down/04 No One Like You.mp3	No One Like You 	4 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	No One Like You 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/05 What More Do You Want from Me.mp3	What More Do You Want from Me 	5 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	What More Do You Want From Me 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/06 Take Your Time.mp3	Take Your Time 	6 	Al Green/Corinne Bailey Rae 	Lay It Down 	2008 	 	Soul and R&B 	 	None 	 	Peter Bjorn and John 	Lay It Down 	2009 	Pure Groove 	None 	 							
/mnt/media/Al Green/Lay It Down/07 Too Much.mp3	Too Much 	7 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	Too Much 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/08 Stay with Me (By the Sea).mp3	Stay with Me (By the Sea) 	8 	Al Green/John Legend 	Lay It Down 	2008 	 	Soul and R&B 	 	None 	 	Peter Bjorn and John 	Lay It Down 	2009 	Pure Groove 	None 	 							
/mnt/media/Al Green/Lay It Down/09 All I Need.mp3	All I Need 	9 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	All I Need 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/10 I'm Wild About You.mp3	I'm Wild About You 	10 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	I'm Wild About You 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Lay It Down/11 Standing in the Rain.mp3	Standing in the Rain 	11 	Al Green 	Lay It Down 	2008 	 	Soul and R&B 	 	Standing in the Rain 	 	Al Green 	Lay It Down 	2008-05-26 	Blue Note 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/01 Let's Stay Together.mp3	Let's Stay Together 	1 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	운암정의 아침 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/02 La-La for You.mp3	La-La for You 	2 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	선물 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/03 So You're Leaving.mp3	So You're Leaving 	3 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	끔의 시간들 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/04 What Is This Feeling-.mp3	What Is This Feeling? 	4 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	첫사랑 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/05 Old Time Lovin'.mp3	Old Time Lovin' 	5 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	눈이 하는 말 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/06 I've Never Found a Girl (Who Loves Me Like You Do).mp3	I've Never Found a Girl (Who Loves Me Like You Do) 	6 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	Love Me 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/07 How Can You Mend a Broken Heart-.mp3	How Can You Mend a Broken Heart? 	7 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	벚꽃지다 (Drama version) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/08 Judy.mp3	Judy 	8 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	사랑과 별 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/09 It Ain't No Fun to Me.mp3	It Ain't No Fun to Me 	9 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	너에게 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/10 Eli's Game [-].mp3	Eli's Game [*] 	10 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	식객 (instrumental) 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Let's Stay Together [Bonus Tracks]/11 Listen [-].mp3	Listen [*] 	11 	Al Green 	Let's Stay Together [Bonus Tracks] 	1972 	 	Soul and R&B 	 	비밀 	 	Various Artists 	食客, Volume 1 	2008-06-24 	Pastel Music 	None 	 							
/mnt/media/Al Green/Love Is Reality/01 - I Can Feel It.mp3	I Can Feel It 	01 	Al Green 	Love Is Reality 	 	 	General R&B 	 	I Can Feel It 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/02 - Love Is Reality.mp3	Love Is Reality 	02 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Love Is Reality 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/03 - Just Can't Let You Go.mp3	Just Can't Let You Go 	03 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Just Can't Let You Go 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/04 - You Don't Know Me.mp3	You Don't Know Me 	04 	Al Green 	Love Is Reality 	 	 	General R&B 	 	You Don't Know Me 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/05 - Again.mp3	Again 	05 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Again 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/06 - Positive Attitude.mp3	Positive Attitude 	06 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Positive Attitude 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/07 - Sure Feels Good.mp3	Sure Feels Good 	07 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Sure Feels Good 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/08 - A Long Time.mp3	A Long Time 	08 	Al Green 	Love Is Reality 	 	 	General R&B 	 	A Long time 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/09 - Why.mp3	Why 	09 	Al Green 	Love Is Reality 	 	 	General R&B 	 	Why 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Love Is Reality/10 - I Like It.mp3	I Like It 	10 	Al Green 	Love Is Reality 	 	 	General R&B 	 	I Like It 	 	Al Green 	Love Is Reality 	1992-03-10 	Word Records 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/01 I'm Glad You're Mine.mp3	I'm Glad You're Mine 	1 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	At the Jazz Band Ball 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/02 What Am I Gonna Do With Myself-.mp3	What Am I Gonna Do With Myself? 	2 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	That's a Plenty 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/03 Tired of Being Alone.mp3	Tired of Being Alone 	3 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Baby, Won't You Please Come Home 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/04 I'm Still in Love With You.mp3	I'm Still in Love With You 	4 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Original Dixieland One Step 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/05 Let's Stay Together.mp3	Let's Stay Together 	5 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Original Dixieland One Step 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/06 I Tried to Tell Myself.mp3	I Tried to Tell Myself 	6 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Muskrat Ramble 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/07 Love and Happiness.mp3	Love and Happiness 	7 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Riverboat Shuffle 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/08 You Ought to Be With Me.mp3	You Ought to Be With Me 	8 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Clarinet Marmalade 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/09 Look What You Done for Me.mp3	Look What You Done for Me 	9 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	I Don't Stand a Ghost of a Chance With You 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/10 Here I Am (Come and Take Me).mp3	Here I Am (Come and Take Me) 	10 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	A Monday Date 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/11 Call Me (Come Back Home).mp3	Call Me (Come Back Home) 	11 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Jazz Me Blues 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/12 Livin' for You.mp3	Livin' for You 	12 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Little Girl 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/13 L-O-V-E (Love).mp3	L-O-V-E (Love) 	13 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Squeeze Me 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/14 How Can You Mend a Broken Heart-.mp3	How Can You Mend a Broken Heart? 	14 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	Squeeze Me 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 1/15 Take Me to the River.mp3	Take Me to the River 	15 	Al Green 	Take Me to the River Disc 1 	2000 	 	Soul and R&B 	 	I'm Confessin' That I Love You 	 	Wild Bill Davison 	20.3015-HI: Take Me to the River (disc 1) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/01 Right Now, Right Now.mp3	Right Now, Right Now 	1 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Jazz Battle 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/02 So Good to Be Here [Live].mp3	So Good to Be Here [Live] 	2 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Little Willie Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/03 For the Good Times.mp3	For the Good Times 	3 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Sleepy Time Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/04 I Can't Get Next to You.mp3	I Can't Get Next to You 	4 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Take Your Time 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/05 Let's Get Married.mp3	Let's Get Married 	5 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Sweet and Low Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/06 Sha-La-La (Make Me Happy) [Live].mp3	Sha-La-La (Make Me Happy) [Live] 	6 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Take Me to the River 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/07 God Blessed Our Love [Live].mp3	God Blessed Our Love [Live] 	7 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Ace of Rhythm 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/08 Let It Shine.mp3	Let It Shine 	8 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Let's Get Together 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/09 Lean on Me.mp3	Lean on Me 	9 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Sa-Sha Stomp 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/10 Hangin' On.mp3	Hangin' On 	10 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Michigander Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/11 Strong as Death (Sweet as Love).mp3	Strong as Death (Sweet as Love) 	11 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Decatur Street Tutti 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/12 Nothing Takes the Place of You.mp3	Nothing Takes the Place of You 	12 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Till Times Get Better 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/13 The Spirit Might Come-On and On.mp3	The Spirit Might Come-On and On 	13 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Lina Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/14 There's No Way.mp3	There's No Way 	14 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Weird and Blue 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/Take Me to the River Disc 2/15 Belle.mp3	Belle 	15 	Al Green 	Take Me to the River Disc 2 	2000 	 	Soul and R&B 	 	Croonin' the Blues 	 	Jabbo Smith's Rhythm Aces 	20.3015-HI: Take Me to the River (disc 2) 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/01 Back Up Train (With The Soul M.mp3	Back Up Train (With The Soul M 	1 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Back Up Train (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/01 Full of Fire.mp3	Full of Fire 	1 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Back Up Train (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/01 I'm Still In Love With You.mp3	I'm Still In Love With You 	1 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Back Up Train (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/01 Take Me To The River.mp3	Take Me To The River 	1 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Back Up Train (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/02 Guilty (With The Soul Mates).mp3	Guilty (With The Soul Mates) 	2 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Guilty (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/02 I'd Fly Away.mp3	I'd Fly Away 	2 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Guilty (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/02 Love and Happiness.mp3	Love and Happiness 	2 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Guilty (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/02 So Good To Be Here.mp3	So Good To Be Here 	2 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	Guilty (feat. The Soul Mates) 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/03 I Want To Hold Your Hand.mp3	I Want To Hold Your Hand 	3 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	I Want to Hold Your Hand 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/03 My God Is Real.mp3	My God Is Real 	3 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	I Want to Hold Your Hand 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
/mnt/media/Al Green/The Immortal Soul of Al Green/03 Simply Beautiful.mp3	Simply Beautiful 	3 	Al Green 	The Immortal Soul of Al Green 	2004 	 	R&B 	 	I Want to Hold Your Hand 	 	Al Green 	The Immortal Soul of Al Green 	None 	None 	None 	 							
